Categories,Source,Text,probabilities
excessive repetition,LGBWR,Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello  Hello                                                                                                            ,"[0.4963938295841217, 0.5036062002182007]"
excessive repetition,LGBWR,m m m m m m m m m m m m m m m mm m m m m m m m m m m m m m m m m m m m m m m m m m mm m m m m mm m m m,"[0.49062681198120117, 0.5093731880187988]"
excessive repetition,LGBWR,b  b b b b b b b b b b b b b bb b bb  b bb  b bb b b b b  b bb b b b b  bb  b b b bb b b b b                           b b  b b b b b b b b b bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb b b b bbbbbbbbbbb  b b bb b b  b b b b b b b b bb  b b b b b b b b b  b b bbbb b ,"[0.48179736733436584, 0.5182026028633118]"
excessive repetition,LGBWR,cb b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  cb b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b  b b b b b b b b b   vb  b b b b b b b b b b b b b b bb b b b  b  b b b b b b b b b b b b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  b b b b b b b b bb b  b b b b b b bb b b  b b b b b b b b b b b b b b b b b b b b  b b b b b b  b bb b  b b b b b b  b b b b b b b b b b b b  b b b  b bb  b bb  bb  b b b b bb b b  b b b  b bb b b b b b  b b b  b b b b b b b b b  bb b b  b b b b  b bn b b b b  b b   b b b b b b  b b b  b b  b b  b b b b  b  ,"[0.4825252890586853, 0.5174746513366699]"
excessive repetition,LGBWR,"HUUG UIGIYGYFYVFY FY YG Y GIU G UG IUG I G IG UI GIU G IG  FTY DR DR D 7T GIU O H IHUU H U U I G R 54 E4SE4 DT G U8 IU HIO H O G5 6D 5R DY 7GIUH IUG Y F TD 34 SD RF 7YG F 6 D 4S 3W AQ2 AW 3S RF Y NJ I ,OI  HTD 3 S E4 F 6TG U8 J U H T F 3W  SE4 D 6T G Y H8U J U8H  YYT VGR D ES R F T GHU JI9M I NU B TF E4 D4RD T GYU N M IJ G TC  GH BH T C R C EX R G B HU U VFTC D X X X R CGY B HN KO,LP . LP ,IU HY VT CR C T V HUN O KM PL , PL , KO M UY GRDE4 SEDR F TN M K , L L, L, K H Y G TRD E S WS E F G JI  MK ,; . ; . L  UH TFWSQ2AW   F F VB H M KO, LP . P, KON Y F R  ES E4 C FV HU N  M JIBTDX ESESE C TV  BN HU B T CTFV ","[0.48934751749038696, 0.5106524229049683]"
excessive repetition,LGBWR,no  k mm  mo mo mo momo0 n i0ni0 ni0n i0n mo0 m 0 o0 mo0 mo m o mo m o 0 nkojo  i0 i0 i n i ni n i n i     igfji jwew9   8   9 ji ji j ij i j j i j i ji j ,"[0.4813041388988495, 0.5186958312988281]"
excessive repetition,LGBWR,no no no   no no on on on on o n    o             n o n o n o n o n o n o n o n o n o n o n o n o n o n o n o n o n n o n o n o n o n o n n o n o n o n o n o n o n o n o  kg k l l l m m m m m m m m m m m m m  m m m m  m  m  m m   m m m m m m  m m m  m mm  m m m m  m m m  m m m m m m m  m m m m m  m m m m  m m mm  m m m m  m m m m m m  m m m m m  m m m  m m m m m m m m m  m m m m m  m m m  m m m m o momomo mo myo m om om omomo m o,"[0.48900941014289856, 0.510990560054779]"
excessive repetition,LGBWR,"LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL  yamanakahideo  yamanakahideo  rt gd  ds ng ko ji hu gy h io pj oijpo jj p hu h ho  joj oi u guh ij ij ij k g  k ; k; hi y f ,l kij gyu  ih ft gy o jo tf tf  g h fs fs rw rfs gsdg erg bdfg gfe b df gs sbx n d b f dcb  hrdr g ws  bs gsg nh d gs f sd er e  hnk  mk  huj h ugf vyh oi u uyfyu ghui hn j ijg uyh koh bhgf tyg hij oijb vf ghvb kj klnjk h j kjk hu h uihj jkyu hj kn bhuf tfv jkj lk opiuy yud ers wa sdf h o j;l m jkgv yfd ghj  jb h rf vuh vbjk  klj kl k k klhughhuh oi  jj l kjui g h kjh uih uyf yuj lkj rw aw ert w qd j hq w qd cz d qq  q sd s c sf  fs gd sfs  vf vbd f f s f g sf sf sg dg es fgd fs e  f ss fsd     ","[0.4871373474597931, 0.5128626823425293]"
excessive repetition,LGBWR,dfsdfdfdsfddsf  xcvcxv xcvxcv xc vxc vxc xc vxc v xc v xc v xc v xcvxc v xc v xc v xc v xc v xc v xc v cx v cxv xc v xc v cx v xc v xc v cx v x cv cx v xc v x c vx cv xc  xc vxc  vxc v cx v xc v xc v xc v vxc v cx v xc v xc v xc v cx vxc xc s cx vxc xc s  vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s vxc v cx v xc v xc v xc v cx vxc xc s,"[0.48392778635025024, 0.5160722732543945]"
excessive repetition,LGBWR,"chisdnko kuso kuso kuso kuso kuso kuso ksu kso kuso kuso baka baka baka baka bka aka uie kur inpo inpo inpo iopon inpo ion ip no jmvp   ,d  avcr dv oi  ad joec jopun ko nujf pas  jks   jid  i jop ji opjp jp oip po po jp i ni ni l ini p oipj poi joipj joip jnui nuiyyu gt8y huih oiuhoi hoih oih oihoi hoi hoih uoih jh gy gyui ghui hjk hui gui hu hipgh g uih uih uiph uihui huip hui uih h uipgh uipgh uig uigui gui huip huip hui huip ghui ghuip huih uiph uiph ui huip huip ghui ghuig uipg uig uig uipg uig uig ui guip guip guig ugh ug yug i ugh ui gipugipdu gpidfu gpfu pd gdfip fuip fui hfuip hfuip hfuip hfi hfuip hfui hfuip hfuip hfuip hfuip huip hfuip hfui hd hdfi hfuip hfuip hfuip hfuip hfu hfi jfo kfi jfi jfo fj o@dfo@ fj o@fj o@ oi@f ofhj o@f oi@ o@f o@fh o@f if fi   o o o o o o o ho@ ihjo@ hjoi@ hjoi@f hfh oifh oifh fui hdfui hui hoipu bfui bduip hfuip ui        ","[0.4822467863559723, 0.5177531838417053]"
excessive repetition,LGBWR,"jjjjjjjjjjllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll  kkkkkkkkkkkkkkkkk  yamanakahideo  yamanakahideo  yamanakahideo  p  i  r  t  y  u  i  o  a  s  d  f  g  h  j  k  l  l  q  w  e  r  t  er  t  yt  jg  fd    te  jg  j  g,  h  y  ed  ge  hb  r  jt  ht  rgrg  h  n  f  nf  n  nh  ","[0.48493099212646484, 0.5150689482688904]"
excessive repetition,LGBWR,x x x x x x x x x x x  x x x x  x x x  x x x  x x  x x x x x  x x  x x x  x x x x x x  x x x x x  x x x x  x x x  x x x  x x x x  x x x  x x  x x x  x x  x x x x  x x x  x x  x x x  x x x  x x  x x x x  x x  x x x x x x x x x x x x  x x x x x x x  x x x x x x x  x x x x  x x x  x x x  x x x  x x  x x x x x  x x x  x x x x x x x x x  x x x  x x x x  x x x x x x x x x x x x x x x x  x x x x x x x x xx x x,"[0.4857307970523834, 0.5142691135406494]"
excessive repetition,LGBWR,x x x x x x x x x x x x x x x x  x x  x x x x x  x x x  x x  x x x  x x x  x x    x x x x x x x xx x x x x x  x x          ,"[0.48574066162109375, 0.5142593383789062]"
excessive repetition,LGBWR,a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a  a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a  a a a a a a a a a a a a a a a a aa a a a a a a a a a a a a a a a a a a a a a a a a. ,"[0.48827147483825684, 0.5117285251617432]"
excessive repetition,LGBWR,I  i i i i i i i i i i i i i i i i,"[0.4803166687488556, 0.5196833610534668]"
excessive repetition,LGBWR,666trr g g gg gg gg g g gg  g  g g gf f ff fff fh,"[0.47852540016174316, 0.5214745998382568]"
excessive repetition,LGBWR, hth th th h h h th th,"[0.491036057472229, 0.508963942527771]"
excessive repetition,LGBWR,aaaaaa  aa  a a a a a a a a a a a a a a a aa  aa a a  a a a aa a a a a a a a a a a a  a aa a  a aa  a a a a a a a a a a aa aaaaaa  aa  a a a a a a a a a a a a a a a aa  aa a a  a a a aa a a a a a a a a a a a  a aa a  a aa  a a a a a a a a a a aa aaaaaa  aa  a a a a a a a a a a a a a a a aa  aa a a  a a a aa a a a a a a a a a a a  a aa a  a aa  a a a a a a a a a a aa aaaaaa  aa  a a a a a a a a a a a a a a a aa  aa a a  a a a aa a a a a a a a a a a a  a aa a  a aa  a a a a a a a a a a aa ,"[0.4881369471549988, 0.5118630528450012]"
excessive repetition,LGBWR,aaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  aaaa a a a a a  a ,"[0.49058762192726135, 0.509412407875061]"
